first_name,middle_name,last_name,state,district,party,next_election,id,api_uri,domain,url,facebook_account,facebook_id,twitter_account,google_entity_id,rss_url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,dw_nominate,seniority,ideal_point
Kenny,null,Marchant,TX,24,R,2018,M001158,https://api.propublica.org/congress/v1/members/M001158.json,marchant.house.gov,https://marchant.house.gov,RepKennyMarchant,6349487899,RepKenMarchant,/m/04cvjb,null,85,5,5.88,0,95.00,null,14,null
Cathy,null,McMorris Rodgers,WA,5,R,2018,M001159,https://api.propublica.org/congress/v1/members/M001159.json,mcmorris.house.gov,http://mcmorris.house.gov,mcmorrisrodgers,321618789771,CathyMcMorris,/m/03dlf3,null,85,0,0.00,0,97.65,null,14,null
Gwen,null,Moore,WI,4,D,2018,M001160,https://api.propublica.org/congress/v1/members/M001160.json,gwenmoore.house.gov,https://gwenmoore.house.gov,GwenSMoore,58864029545,RepGwenMoore,/m/04cvds,https://gwenmoore.house.gov/common/rss/index.cfm?rss=49,85,6,7.06,0,93.67,null,14,null
Doris,null,Matsui,CA,6,D,2018,M001163,https://api.propublica.org/congress/v1/members/M001163.json,matsui.house.gov,https://matsui.house.gov,doris.matsui,null,DorisMatsui,/m/059hdf,https://matsui.house.gov/rss/press-releases.xml,85,0,0.00,0,96.47,null,14,null
Kevin,null,McCarthy,CA,23,R,2018,M001165,https://api.propublica.org/congress/v1/members/M001165.json,kevinmccarthy.house.gov,http://kevinmccarthy.house.gov,CongressmanKevinMcCarthy,51052893175,GOPLeader,/m/074qxm,http://kevinmccarthy.house.gov/rss.xml,85,0,0.00,0,97.65,null,12,null
Jerry,null,McNerney,CA,9,D,2018,M001166,https://api.propublica.org/congress/v1/members/M001166.json,mcnerney.house.gov,http://mcnerney.house.gov,jerrymcnerney,215241308510238,RepMcNerney,/m/07zk65,null,85,0,0.00,0,95.29,null,12,null
Tom,null,McClintock,CA,4,R,2018,M001177,https://api.propublica.org/congress/v1/members/M001177.json,mcclintock.house.gov,http://mcclintock.house.gov,81125319109,81125319109,RepMcClintock,/m/01r6jp,http://mcclintock.house.gov/rss.xml,85,0,0.00,0,96.47,null,10,null
Tom,null,Marino,PA,10,R,2018,M001179,https://api.propublica.org/congress/v1/members/M001179.json,marino.house.gov,https://marino.house.gov,144408762280226,144408762280226,RepTomMarino,/m/02qv_mf,https://marino.house.gov/rss.xml,85,0,0.00,0,97.65,null,8,null
David,null,McKinley,WV,1,R,2018,M001180,https://api.propublica.org/congress/v1/members/M001180.json,mckinley.house.gov,https://mckinley.house.gov,RepMcKinley,130377260362609,RepMcKinley,/m/0crj8tf,https://mckinley.house.gov/common/rss/index.cfm?rss=49,85,0,0.00,0,94.12,null,8,null
Pat,null,Meehan,PA,7,R,2018,M001181,https://api.propublica.org/congress/v1/members/M001181.json,meehan.house.gov,https://meehan.house.gov,CongressmanPatrickMeehan,136000283132824,RepMeehan,/m/03m4jty,https://meehan.house.gov/rss.xml,85,1,1.18,0,94.05,null,8,null
Mick,null,Mulvaney,SC,5,R,2018,M001182,https://api.propublica.org/congress/v1/members/M001182.json,mulvaney.house.gov,https://mulvaney.house.gov,MulvaneySC5,188649667827713,RepMickMulvaney,/m/0cp1sr_,https://mulvaney.house.gov/rss.xml,85,79,92.94,0,66.67,null,8,null
Thomas,null,Massie,KY,4,R,2018,M001184,https://api.propublica.org/congress/v1/members/M001184.json,massie.house.gov,https://massie.house.gov,RepThomasMassie,452480994776070,RepThomasMassie,/m/0h_cb6v,https://massie.house.gov/rss.xml,85,0,0.00,0,91.76,null,8,null
Sean,Patrick,Maloney,NY,18,D,2018,M001185,https://api.propublica.org/congress/v1/members/M001185.json,seanmaloney.house.gov,http://seanmaloney.house.gov,RepSeanMaloney,551199354892891,RepSeanMaloney,/m/0b697g,http://seanmaloney.house.gov/rss.xml,85,0,0.00,0,95.29,null,6,null
Mark,null,Meadows,NC,11,R,2018,M001187,https://api.propublica.org/congress/v1/members/M001187.json,meadows.house.gov,https://meadows.house.gov,Repmarkmeadows,409882952423501,RepMarkMeadows,/m/0lqdy32,https://meadows.house.gov/rss.xml,85,0,0.00,0,96.47,null,6,null
Grace,null,Meng,NY,6,D,2018,M001188,https://api.propublica.org/congress/v1/members/M001188.json,meng.house.gov,http://meng.house.gov,repgracemeng,195734010571362,RepGraceMeng,/m/04ld76x,http://meng.house.gov/rss.xml,85,4,4.71,0,96.30,null,6,null
Luke,null,Messer,IN,6,R,2018,M001189,https://api.propublica.org/congress/v1/members/M001189.json,messer.house.gov,https://messer.house.gov,RepLukeMesser,367444640018564,RepLukeMesser,/m/0n48dw8,https://messer.house.gov/rss.xml,85,6,7.06,0,97.47,null,6,null
Markwayne,null,Mullin,OK,2,R,2018,M001190,https://api.propublica.org/congress/v1/members/M001190.json,mullin.house.gov,https://mullin.house.gov,CongressmanMarkwayneMullin,453637624684399,RepMullin,/m/0lq78pn,http://mullin.house.gov/news/rss.aspx,85,1,1.18,0,97.62,null,6,null
Tom,null,MacArthur,NJ,3,R,2018,M001193,https://api.propublica.org/congress/v1/members/M001193.json,null,https://macarthur.house.gov,CongressmanTomMacArthur,null,RepTomMacArthur,/m/0127f8tk,https://macarthur.house.gov/rss.xml,85,1,1.18,0,95.24,null,4,null
John,null,Moolenaar,MI,4,R,2018,M001194,https://api.propublica.org/congress/v1/members/M001194.json,null,https://moolenaar.house.gov,RepMoolenaar,null,RepMoolenaar,/m/0z6rww4,https://moolenaar.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Alex,null,Mooney,WV,2,R,2018,M001195,https://api.propublica.org/congress/v1/members/M001195.json,null,https://mooney.house.gov,CongressmanAlexMooney,null,RepAlexMooney,/m/02qqy78,https://mooney.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Seth,null,Moulton,MA,6,D,2018,M001196,https://api.propublica.org/congress/v1/members/M001196.json,null,http://moulton.house.gov,CongressmanSethMoulton,null,teammoulton,/m/0sgh587,https://moulton.house.gov/category/news-stories/press-releases/feed/,85,0,0.00,0,92.94,null,4,null
Martha,null,McSally,AZ,2,R,2018,M001197,https://api.propublica.org/congress/v1/members/M001197.json,null,https://mcsally.house.gov,RepMcSally,null,RepMcSally,/m/027fybv,https://mcsally.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Roger,null,Marshall,KS,1,R,2018,M001198,https://api.propublica.org/congress/v1/members/M001198.json,marshall.house.gov,https://marshall.house.gov,rogermarshallmd,null,null,/g/11c4btdtm1,https://marshall.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
Brian,null,Mast,FL,18,R,2018,M001199,https://api.propublica.org/congress/v1/members/M001199.json,mast.house.gov,https://mast.house.gov,repbrianmast,null,repbrianmast,/g/11cs5xxx_f,https://mast.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
A.,Donald,McEachin,VA,4,D,2018,M001200,https://api.propublica.org/congress/v1/members/M001200.json,mceachin.house.gov,https://mceachin.house.gov,RepMcEachin,null,RepMcEachin,/m/0979v6,https://mceachin.house.gov/rss.xml,85,0,0.00,0,96.47,null,2,null
Paul,null,Mitchell,MI,10,R,2018,M001201,https://api.propublica.org/congress/v1/members/M001201.json,mitchell.house.gov,https://mitchell.house.gov,reppaulmitchell,null,RepPaulMitchell,null,null,85,0,0.00,0,97.65,null,2,null
Stephanie,null,Murphy,FL,7,D,2018,M001202,https://api.propublica.org/congress/v1/members/M001202.json,stephaniemurphy.house.gov,https://stephaniemurphy.house.gov,RepStephMurphy,null,RepStephMurphy,/g/11c48s1mnv,null,85,2,2.35,0,90.36,null,2,null
Jerrold,null,Nadler,NY,10,D,2018,N000002,https://api.propublica.org/congress/v1/members/N000002.json,nadler.house.gov,http://nadler.house.gov,CongressmanNadler,78291598977,RepJerryNadler,/m/03tk11,http://nadler.house.gov/rss.xml,85,4,4.71,0,95.06,null,28,null
Richard,E.,Neal,MA,1,D,2018,N000015,https://api.propublica.org/congress/v1/members/N000015.json,neal.house.gov,https://neal.house.gov,325642654132598,325642654132598,RepRichardNeal,/m/028vm4,null,85,1,1.18,0,94.05,null,30,null
Rick,null,Nolan,MN,8,D,2018,N000127,https://api.propublica.org/congress/v1/members/N000127.json,nolan.house.gov,http://nolan.house.gov,UsRepRickNolan,388085277945339,USRepRickNolan,/m/0dgfyp,http://nolan.house.gov/rss.xml,85,1,1.18,0,94.05,null,6,null
Eleanor,Holmes,Norton,DC,79,D,2018,N000147,https://api.propublica.org/congress/v1/members/N000147.json,www.norton.house.gov,https://norton.house.gov,CongresswomanNorton,61731840657,EleanorNorton,/m/01s_vp,http://norton.house.gov/rss.xml,0,null,null,null,null,null,28,null
Grace,F.,Napolitano,CA,32,D,2018,N000179,https://api.propublica.org/congress/v1/members/N000179.json,napolitano.house.gov,http://napolitano.house.gov,RepGraceNapolitano,163108420409412,GraceNapolitano,/m/024v0s,http://napolitano.house.gov/rss.xml,85,1,1.18,0,95.24,null,20,null
Devin,null,Nunes,CA,22,R,2018,N000181,https://api.propublica.org/congress/v1/members/N000181.json,nunes.house.gov,http://nunes.house.gov,null,null,Rep_DevinNunes,/m/024tds,http://nunes.house.gov/news/rss.aspx,85,1,1.18,0,97.62,null,16,null
Kristi,null,Noem,SD,1,R,2018,N000184,https://api.propublica.org/congress/v1/members/N000184.json,noem.house.gov,https://noem.house.gov,null,null,RepKristiNoem,/m/0c3xgn9,http://noem.house.gov/index.cfm/rss/feed,85,0,0.00,0,97.65,null,8,null
Donald,W.,Norcross,NJ,1,D,2018,N000188,https://api.propublica.org/congress/v1/members/N000188.json,null,https://norcross.house.gov,DonaldNorcrossNJ,null,DonaldNorcross,/m/09g8b1_,https://norcross.house.gov/rss.xml,85,0,0.00,0,95.29,null,6,null
Dan,null,Newhouse,WA,4,R,2018,N000189,https://api.propublica.org/congress/v1/members/N000189.json,null,https://newhouse.house.gov,RepNewhouse,null,RepNewhouse,/m/0_s0bn3,https://newhouse.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Pete,null,Olson,TX,22,R,2018,O000168,https://api.propublica.org/congress/v1/members/O000168.json,olson.house.gov,https://olson.house.gov,20718168936,20718168936,RepPeteOlson,/m/0407vf_,https://olson.house.gov/rss.xml,85,0,0.00,0,97.65,null,10,null
Beto,null,O&#39;Rourke,TX,16,D,2018,O000170,https://api.propublica.org/congress/v1/members/O000170.json,orourke.house.gov,http://orourke.house.gov,betoorourketx16,460776160654909,RepBetoORourke,/m/0dty9d,https://medium.com/feed/@RepBetoORourke,85,1,1.18,0,95.24,null,6,null
Tom,null,O&#39;Halleran,AZ,1,D,2018,O000171,https://api.propublica.org/congress/v1/members/O000171.json,ohalleran.house.gov,https://ohalleran.house.gov,repohalleran,null,repohalleran,/m/02z4x12,https://ohalleran.house.gov/rss.xml,85,0,0.00,0,88.24,null,2,null
Frank,null,Pallone,NJ,6,D,2018,P000034,https://api.propublica.org/congress/v1/members/P000034.json,pallone.house.gov,https://pallone.house.gov,repfrankpallone,6517277731,FrankPallone,/m/0g6t5w,http://pallone.house.gov/rss.xml,85,0,0.00,0,95.29,null,32,null
Bill,null,Pascrell Jr.,NJ,9,D,2018,P000096,https://api.propublica.org/congress/v1/members/P000096.json,pascrell.house.gov,http://pascrell.house.gov,pascrell,303312929155,BillPascrell,/m/03txs_,http://pascrell.house.gov/rss.xml,85,0,0.00,0,92.94,null,22,null
Nancy,null,Pelosi,CA,12,D,2018,P000197,https://api.propublica.org/congress/v1/members/P000197.json,pelosi.house.gov,http://pelosi.house.gov,NancyPelosi,86574174383,NancyPelosi,/m/012v1t,http://pelosi.house.gov/rss.xml,85,14,16.47,0,92.96,null,30,null
Collin,C.,Peterson,MN,7,D,2018,P000258,https://api.propublica.org/congress/v1/members/P000258.json,collinpeterson.house.gov,http://collinpeterson.house.gov,null,null,null,/m/02h2my,http://collinpeterson.house.gov/rss.xml,85,2,2.35,0,68.67,null,28,null
David,E.,Price,NC,4,D,2018,P000523,https://api.propublica.org/congress/v1/members/P000523.json,price.house.gov,https://price.house.gov,RepDavidEPrice,null,RepDavidEPrice,/m/04z48c,https://price.house.gov/rss/press-releases.xml,85,1,1.18,0,95.24,null,30,null
Steve,null,Pearce,NM,2,R,2018,P000588,https://api.propublica.org/congress/v1/members/P000588.json,pearce.house.gov,http://pearce.house.gov,RepStevePearce,180280568662135,RepStevePearce,/m/02z7784,http://pearce.house.gov/rss.xml,85,0,0.00,0,96.47,null,8,null
Tom,null,Price,GA,6,R,2018,P000591,https://api.propublica.org/congress/v1/members/P000591.json,tomprice.house.gov,https://tomprice.house.gov,reptomprice,172032960420,RepTomPrice,/m/04z48c,http://tomprice.house.gov/rss.xml,85,82,96.47,0,33.33,null,14,null
Ted,null,Poe,TX,2,R,2018,P000592,https://api.propublica.org/congress/v1/members/P000592.json,poe.house.gov,https://poe.house.gov,106631626049851,106631626049851,JudgeTedPoe,/m/04928s,null,85,9,10.59,0,94.74,null,14,null
Ed,null,Perlmutter,CO,7,D,2018,P000593,https://api.propublica.org/congress/v1/members/P000593.json,perlmutter.house.gov,https://perlmutter.house.gov,RepPerlmutter,86174496459,RepPerlmutter,/m/07n9ns,null,85,12,14.12,0,91.78,null,12,null
Erik,null,Paulsen,MN,3,R,2018,P000594,https://api.propublica.org/congress/v1/members/P000594.json,paulsen.house.gov,https://paulsen.house.gov,CongressmanErikPaulsen,128558293848160,RepErikPaulsen,/m/0407tc8,https://paulsen.house.gov/rss/press-releases.xml,85,0,0.00,0,96.47,null,10,null
Chellie,null,Pingree,ME,1,D,2018,P000597,https://api.propublica.org/congress/v1/members/P000597.json,pingree.house.gov,https://pingree.house.gov,ChelliePingree,91529332807,ChelliePingree,/m/05gflq,https://pingree.house.gov/rss.xml,85,1,1.18,0,95.24,null,10,null
Jared,null,Polis,CO,2,D,2018,P000598,https://api.propublica.org/congress/v1/members/P000598.json,polis.house.gov,http://polis.house.gov,jaredpolis,53481427529,JaredPolis,/m/02qckk4,http://polis.house.gov/news/rss.aspx,85,0,0.00,0,92.94,null,10,null
Bill,null,Posey,FL,8,R,2018,P000599,https://api.propublica.org/congress/v1/members/P000599.json,posey.house.gov,http://posey.house.gov,bill.posey15,100000080395369,CongBillPosey,/m/0281vxy,http://posey.house.gov/news/rss.aspx?DocumentTypeID=1487,85,0,0.00,0,97.65,null,10,null
Steven,null,Palazzo,MS,4,R,2018,P000601,https://api.propublica.org/congress/v1/members/P000601.json,palazzo.house.gov,http://palazzo.house.gov,stevenpalazzo,186908658003781,CongPalazzo,/m/0c3y_s5,null,85,0,0.00,0,96.47,null,8,null
Mike,null,Pompeo,KS,4,R,2018,P000602,https://api.propublica.org/congress/v1/members/P000602.json,pompeo.house.gov,http://pompeo.house.gov,CongressmanPompeo,101965369880683,RepMikePompeo,/m/0cnxjk7,http://pompeo.house.gov/news/rss.aspx,61,59,96.72,0,0.00,null,8,null
Donald,M.,Payne Jr.,NJ,10,D,2018,P000604,https://api.propublica.org/congress/v1/members/P000604.json,payne.house.gov,http://payne.house.gov,DonaldPayneJr,360976767343741,RepDonaldPayne,/m/0jwr2v8,http://payne.house.gov/rss.xml,85,8,9.41,1,93.51,null,8,null
Scott,null,Perry,PA,4,R,2018,P000605,https://api.propublica.org/congress/v1/members/P000605.json,perry.house.gov,http://perry.house.gov,Rep.ScottPerry,376801102416184,RepScottPerry,/m/04mwt6y,null,85,2,2.35,0,95.18,null,6,null
Robert,null,Pittenger,NC,9,R,2018,P000606,https://api.propublica.org/congress/v1/members/P000606.json,pittenger.house.gov,https://pittenger.house.gov,congressmanpittenger,376142742468386,RepPittenger,/m/02b5bx,http://pittenger.house.gov/rss.xml,85,0,0.00,0,96.47,null,6,null
Mark,null,Pocan,WI,2,D,2018,P000607,https://api.propublica.org/congress/v1/members/P000607.json,pocan.house.gov,http://pocan.house.gov,repmarkpocan,436881033058309,RepMarkPocan,/m/0gyhpz,http://pocan.house.gov/rss.xml,85,4,4.71,0,93.83,null,6,null
Scott,null,Peters,CA,52,D,2018,P000608,https://api.propublica.org/congress/v1/members/P000608.json,scottpeters.house.gov,http://scottpeters.house.gov,CongressmanScottPeters,449337038470352,RepScottPeters,/m/02rymxd,http://scottpeters.house.gov/rss.xml,85,0,0.00,0,88.24,null,6,null
Gary,null,Palmer,AL,6,R,2018,P000609,https://api.propublica.org/congress/v1/members/P000609.json,null,https://palmer.house.gov,USRepresentativeGaryPalmer,null,USRepGaryPalmer,/m/0115nklq,https://palmer.house.gov/rss.xml,85,1,1.18,0,97.62,null,4,null
Stacey,null,Plaskett,VI,79,D,2018,P000610,https://api.propublica.org/congress/v1/members/P000610.json,null,https://plaskett.house.gov,repstaceyplaskett,665951613514437,staceyplaskett,/m/012844_c,https://plaskett.house.gov/rss.xml,0,null,null,null,null,null,4,null
Bruce,null,Poliquin,ME,2,R,2018,P000611,https://api.propublica.org/congress/v1/members/P000611.json,null,https://poliquin.house.gov,RepPoliquin,null,RepPoliquin,/m/0hrbhmw,https://poliquin.house.gov/rss.xml,85,0,0.00,0,95.29,null,4,null
Jimmy,null,Panetta,CA,20,D,2018,P000613,https://api.propublica.org/congress/v1/members/P000613.json,panetta.house.gov,https://panetta.house.gov,RepJimmyPanetta,null,RepJimmyPanetta,/m/0pyy9y4,null,85,0,0.00,0,94.12,null,2,null
Mike,null,Quigley,IL,5,D,2018,Q000023,https://api.propublica.org/congress/v1/members/Q000023.json,quigley.house.gov,https://quigley.house.gov,repmikequigley,158963645688,RepMikeQuigley,/m/0fccwh,null,85,4,4.71,0,96.30,null,10,null
Harold,null,Rogers,KY,5,R,2018,R000395,https://api.propublica.org/congress/v1/members/R000395.json,halrogers.house.gov,http://halrogers.house.gov,CongressmanHalRogers,6722039085,RepHalRogers,/m/025jnx,http://halrogers.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,38,null
Dana,null,Rohrabacher,CA,48,R,2018,R000409,https://api.propublica.org/congress/v1/members/R000409.json,rohrabacher.house.gov,https://rohrabacher.house.gov,RepRohrabacher,321029601363321,null,/m/02gtr,https://rohrabacher.house.gov/rss.xml,85,3,3.53,0,96.34,null,30,null
Ileana,null,Ros-Lehtinen,FL,27,R,2018,R000435,https://api.propublica.org/congress/v1/members/R000435.json,ros-lehtinen.house.gov,http://ros-lehtinen.house.gov,iroslehtinen,286546974761109,RosLehtinen,/m/02530d,http://ros-lehtinen.house.gov/rss.xml,85,2,2.35,0,90.36,null,30,null
Lucille,null,Roybal-Allard,CA,40,D,2018,R000486,https://api.propublica.org/congress/v1/members/R000486.json,roybal-allard.house.gov,http://roybal-allard.house.gov,RepRoybalAllard,139773069370563,RepRoybalAllard,/m/024txf,http://roybal-allard.house.gov/news/rss.aspx,85,0,0.00,0,95.29,null,26,null
Ed,null,Royce,CA,39,R,2018,R000487,https://api.propublica.org/congress/v1/members/R000487.json,www.royce.house.gov,http://royce.house.gov,EdRoyce,6460640558,RepEdRoyce,/m/024xcy,http://royce.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,26,null
Bobby,L.,Rush,IL,1,D,2018,R000515,https://api.propublica.org/congress/v1/members/R000515.json,rush.house.gov,http://rush.house.gov,congressmanbobbyrush,230753786936538,RepBobbyRush,/m/0255x3,http://rush.house.gov/rss.xml,85,69,81.18,0,87.50,null,26,null
Paul,D.,Ryan,WI,1,R,2018,R000570,https://api.propublica.org/congress/v1/members/R000570.json,paulryan.house.gov,http://paulryan.house.gov,speakerryan,924244934290700,SpeakerRyan,/m/024v2j,http://paulryan.house.gov/news/rss.aspx,85,83,97.65,0,50.00,null,2,null
Mike,D.,Rogers,AL,3,R,2018,R000575,https://api.propublica.org/congress/v1/members/R000575.json,mikerogers.house.gov,https://mikerogers.house.gov,171770326187035,171770326187035,RepMikeRogersAL,/m/024n_s,https://mikerogers.house.gov/rss.xml,85,0,0.00,0,96.47,null,18,null
C.A. Dutch,null,Ruppersberger,MD,2,D,2018,R000576,https://api.propublica.org/congress/v1/members/R000576.json,ruppersberger.house.gov,http://ruppersberger.house.gov,184756771570504,184756771570504,Call_Me_Dutch,/m/025k36,http://ruppersberger.house.gov/rss.xml,85,0,0.00,0,94.12,null,16,null
Tim,null,Ryan,OH,13,D,2018,R000577,https://api.propublica.org/congress/v1/members/R000577.json,timryan.house.gov,http://timryan.house.gov,timryan,121560497865,RepTimRyan,/m/039tr9,http://timryan.house.gov/rss.xml,85,34,40.00,0,94.12,null,16,null
Dave,null,Reichert,WA,8,R,2018,R000578,https://api.propublica.org/congress/v1/members/R000578.json,reichert.house.gov,http://reichert.house.gov,repdavereichert,91504302598,DaveReichert,/m/03dllc,http://reichert.house.gov/rss.xml,85,2,2.35,0,95.18,null,14,null
Peter,null,Roskam,IL,6,R,2018,R000580,https://api.propublica.org/congress/v1/members/R000580.json,roskam.house.gov,https://roskam.house.gov,RepRoskam,118777661469195,PeterRoskam,/m/0gj190,https://roskam.house.gov/rss.xml,85,0,0.00,0,97.65,null,12,null
Phil,null,Roe,TN,1,R,2018,R000582,https://api.propublica.org/congress/v1/members/R000582.json,roe.house.gov,http://roe.house.gov,DrPhilRoe,130725126985966,DrPhilRoe,/m/04gtg5_,null,85,0,0.00,0,97.65,null,10,null
Tom,null,Rooney,FL,17,R,2018,R000583,https://api.propublica.org/congress/v1/members/R000583.json,rooney.house.gov,https://rooney.house.gov,reptomrooney,117697790448,TomRooney,/m/04jl2j4,https://rooney.house.gov/rss.xml,85,1,1.18,0,97.62,null,10,null
Tom,null,Reed,NY,23,R,2018,R000585,https://api.propublica.org/congress/v1/members/R000585.json,reed.house.gov,https://reed.house.gov,RepTomReed,102449199835273,RepTomReed,/m/07kf86m,https://reed.house.gov/rss.xml,85,1,1.18,0,96.43,null,10,null
Jim,null,Renacci,OH,16,R,2018,R000586,https://api.propublica.org/congress/v1/members/R000586.json,renacci.house.gov,https://renacci.house.gov,repjimrenacci,187639524595278,RepJimRenacci,/m/025v2hb,http://renacci.house.gov/?a=rss.feed,85,3,3.53,0,96.34,null,8,null
Cedric,null,Richmond,LA,2,D,2018,R000588,https://api.propublica.org/congress/v1/members/R000588.json,richmond.house.gov,https://richmond.house.gov,RepRichmond,197737020257085,RepRichmond,/m/0bbw8s3,https://richmond.house.gov/rss.xml,85,10,11.76,0,94.67,null,8,null
Martha,null,Roby,AL,2,R,2018,R000591,https://api.propublica.org/congress/v1/members/R000591.json,roby.house.gov,http://roby.house.gov,Representative.Martha.Roby,174519582574426,RepMarthaRoby,/m/0drx5mb,http://roby.house.gov/rss.xml,85,0,0.00,0,97.65,null,8,null
Todd,null,Rokita,IN,4,R,2018,R000592,https://api.propublica.org/congress/v1/members/R000592.json,rokita.house.gov,http://rokita.house.gov,RepToddRokita,183180288372896,ToddRokita,/m/0bll9p,http://rokita.house.gov/rss.xml,85,1,1.18,0,95.24,null,8,null
Dennis,null,Ross,FL,15,R,2018,R000593,https://api.propublica.org/congress/v1/members/R000593.json,dennisross.house.gov,http://dennisross.house.gov,dennis.ross.376,469477579757018,RepDennisRoss,/m/04zh9h,http://dennisross.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,8,null
Tom,null,Rice,SC,7,R,2018,R000597,https://api.propublica.org/congress/v1/members/R000597.json,rice.house.gov,http://rice.house.gov,reptomrice,403403083083104,RepTomRice,/m/03wg1mb,http://rice.house.gov/rss.xml,85,3,3.53,1,96.34,null,6,null
Keith,null,Rothfus,PA,12,R,2018,R000598,https://api.propublica.org/congress/v1/members/R000598.json,rothfus.house.gov,https://rothfus.house.gov,keithrothfus,133803223451004,KeithRothfus,/m/0ds0r5g,https://rothfus.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Raul,null,Ruiz,CA,36,D,2018,R000599,https://api.propublica.org/congress/v1/members/R000599.json,ruiz.house.gov,https://ruiz.house.gov,CongressmanRaulRuizMD,245244468941114,CongressmanRuiz,/m/0ctnsv,https://ruiz.house.gov/rss.xml,85,2,2.35,0,95.18,null,6,null
Amata,Coleman,Radewagen,AS,79,R,2018,R000600,https://api.propublica.org/congress/v1/members/R000600.json,radewagen.house.gov,https://radewagen.house.gov,congresswomanaumuaamata,1537155909907320,RepAmata,/m/012964p3,https://radewagen.house.gov/rss.xml,0,null,null,null,null,null,4,null
John,null,Ratcliffe,TX,4,R,2018,R000601,https://api.propublica.org/congress/v1/members/R000601.json,null,https://ratcliffe.house.gov,RepRatcliffe,null,RepRatcliffe,/m/06kb09,https://ratcliffe.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Kathleen,null,Rice,NY,4,D,2018,R000602,https://api.propublica.org/congress/v1/members/R000602.json,kathleenrice.house.gov,http://kathleenrice.house.gov,RepKathleenRice,null,RepKathleenRice,/m/08z1cf,null,85,1,1.18,0,92.86,null,4,null
David,null,Rouzer,NC,7,R,2018,R000603,https://api.propublica.org/congress/v1/members/R000603.json,null,https://rouzer.house.gov,1579216395649220,1579216395649220,RepDavidRouzer,/m/0jt1s3l,https://rouzer.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Steve,null,Russell,OK,5,R,2018,R000604,https://api.propublica.org/congress/v1/members/R000604.json,null,https://russell.house.gov,reprussell,null,RepRussell,/m/0ndnv6f,https://russell.house.gov/rss.xml,85,5,5.88,0,97.50,null,4,null
Jamie,null,Raskin,MD,8,D,2018,R000606,https://api.propublica.org/congress/v1/members/R000606.json,raskin.house.gov,https://raskin.house.gov,repraskin,null,repraskin,/m/0c13wm,https://raskin.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
Francis,null,Rooney,FL,19,R,2018,R000607,https://api.propublica.org/congress/v1/members/R000607.json,francisrooney.house.gov,https://francisrooney.house.gov,RepRooney,null,RepRooney,/m/0764lz,null,85,0,0.00,0,97.65,null,2,null
Jacky,null,Rosen,NV,3,D,2018,R000608,https://api.propublica.org/congress/v1/members/R000608.json,rosen.house.gov,https://rosen.house.gov,null,null,null,/g/11cntnvwkg,https://rosen.house.gov/rss.xml,85,1,1.18,0,94.05,null,2,null
John,null,Rutherford,FL,4,R,2018,R000609,https://api.propublica.org/congress/v1/members/R000609.json,rutherford.house.gov,https://rutherford.house.gov,null,null,null,/m/03zz77,null,85,25,29.41,0,96.67,null,2,null
Mark,null,Sanford,SC,1,R,2018,S000051,https://api.propublica.org/congress/v1/members/S000051.json,sanford.house.gov,https://sanford.house.gov,RepSanfordSC,118387985037658,RepSanfordSC,/m/02c6ck,null,85,0,0.00,0,92.94,null,6,null
Robert,C.,Scott,VA,3,D,2018,S000185,https://api.propublica.org/congress/v1/members/S000185.json,www.bobbyscott.house.gov,http://bobbyscott.house.gov,CongressmanBobbyScott,123839200978190,BobbyScott,/m/03twgl,http://bobbyscott.house.gov/rss.xml,85,0,0.00,0,94.12,null,26,null
F.,James,Sensenbrenner,WI,5,R,2018,S000244,https://api.propublica.org/congress/v1/members/S000244.json,sensenbrenner.house.gov,http://sensenbrenner.house.gov,RepSensenbrenner,null,JimPressOffice,/m/024tp2,http://sensenbrenner.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,40,null
José,E.,Serrano,NY,15,D,2018,S000248,https://api.propublica.org/congress/v1/members/S000248.json,serrano.house.gov,https://serrano.house.gov,RepJoseSerrano,273446508512,RepJoseSerrano,/m/03s6z9,https://serrano.house.gov/rss.xml,85,0,0.00,0,94.12,null,30,null
Pete,null,Sessions,TX,32,R,2018,S000250,https://api.propublica.org/congress/v1/members/S000250.json,sessions.house.gov,https://sessions.house.gov,petesessions,367963843082,PeteSessions,/m/03v39l,https://sessions.house.gov/rss.xml,85,2,2.35,0,97.59,null,22,null
