first_name,middle_name,last_name,state,district,party,next_election,id,api_uri,domain,url,facebook_account,facebook_id,twitter_account,google_entity_id,rss_url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,dw_nominate,seniority,ideal_point
Brad,null,Sherman,CA,30,D,2018,S000344,https://api.propublica.org/congress/v1/members/S000344.json,sherman.house.gov,http://sherman.house.gov,63158229861,63158229861,BradSherman,/m/024tkr,null,85,0,0.00,0,94.12,null,22,null
John,null,Shimkus,IL,15,R,2018,S000364,https://api.propublica.org/congress/v1/members/S000364.json,shimkus.house.gov,https://shimkus.house.gov,repshimkus,123916254317516,RepShimkus,/m/02573y,https://shimkus.house.gov/rss.xml,85,0,0.00,0,97.65,null,22,null
Louise,M.,Slaughter,NY,25,D,2018,S000480,https://api.propublica.org/congress/v1/members/S000480.json,louise.house.gov,https://louise.house.gov,RepLouiseSlaughter,82424647700,LouiseSlaughter,/m/03tvt9,null,85,6,7.06,0,93.67,null,32,null
Adam,null,Smith,WA,9,D,2018,S000510,https://api.propublica.org/congress/v1/members/S000510.json,adamsmith.house.gov,https://adamsmith.house.gov,RepAdamSmith,288586617834523,RepAdamSmith,/m/0tfc,https://adamsmith.house.gov/rss.xml,85,7,8.24,0,94.87,null,22,null
Christopher,H.,Smith,NJ,4,R,2018,S000522,https://api.propublica.org/congress/v1/members/S000522.json,chrissmith.house.gov,http://chrissmith.house.gov,RepChrisSmith,371621772908416,RepChrisSmith,/m/033f4d,http://chrissmith.house.gov/news/rss.aspx,85,0,0.00,0,91.76,null,38,null
Lamar,null,Smith,TX,21,R,2018,S000583,https://api.propublica.org/congress/v1/members/S000583.json,lamarsmith.house.gov,http://lamarsmith.house.gov,LamarSmithTX21,107736785195,LamarSmithTX21,/m/03twnt,http://lamarsmith.house.gov/rss.xml,85,5,5.88,0,97.50,null,32,null
Jan,null,Schakowsky,IL,9,D,2018,S001145,https://api.propublica.org/congress/v1/members/S001145.json,schakowsky.house.gov,https://schakowsky.house.gov,janschakowsky,160143957118,JanSchakowsky,/m/0256nw,https://schakowsky.house.gov/rss/press-releases.xml,85,6,7.06,0,96.20,null,20,null
Mike,null,Simpson,ID,2,R,2018,S001148,https://api.propublica.org/congress/v1/members/S001148.json,simpson.house.gov,http://simpson.house.gov,96007744606,96007744606,CongMikeSimpson,/m/0255tn,http://simpson.house.gov/news/rss.aspx,85,2,2.35,0,97.59,null,20,null
Adam,B.,Schiff,CA,28,D,2018,S001150,https://api.propublica.org/congress/v1/members/S001150.json,schiff.house.gov,http://schiff.house.gov,RepAdamSchiff,9086721830,RepAdamSchiff,/m/024tls,null,85,0,0.00,0,96.47,null,18,null
Bill,null,Shuster,PA,9,R,2018,S001154,https://api.propublica.org/congress/v1/members/S001154.json,shuster.house.gov,https://shuster.house.gov,Rep.Shuster,54386677806,RepBillShuster,/m/03tm89,https://shuster.house.gov/common/rss/index.cfm?rss=49,85,1,1.18,0,97.62,null,18,null
Linda,T.,Sánchez,CA,38,D,2018,S001156,https://api.propublica.org/congress/v1/members/S001156.json,lindasanchez.house.gov,https://lindasanchez.house.gov,CongresswomanLindaSanchez,110685735673141,RepLindaSanchez,/m/024xc7,https://lindasanchez.house.gov/rss.xml,85,2,2.35,0,96.39,null,16,null
David,null,Scott,GA,13,D,2018,S001157,https://api.propublica.org/congress/v1/members/S001157.json,davidscott.house.gov,http://davidscott.house.gov,113303673339,113303673339,RepDavidScott,/m/01wbw5,http://davidscott.house.gov/news/rss.aspx,85,2,2.35,0,92.77,null,16,null
Albio,null,Sires,NJ,8,D,2018,S001165,https://api.propublica.org/congress/v1/members/S001165.json,sires.house.gov,https://sires.house.gov,81058818750,81058818750,RepSires,/m/08bt8r,http://sires.house.gov/rss.xml,85,7,8.24,0,92.31,null,14,null
John,null,Sarbanes,MD,3,D,2018,S001168,https://api.propublica.org/congress/v1/members/S001168.json,sarbanes.house.gov,https://sarbanes.house.gov,RepSarbanes,null,RepSarbanes,/m/08_r8n,https://sarbanes.house.gov/rss.xml,85,0,0.00,0,95.29,null,12,null
Carol,null,Shea-Porter,NH,1,D,2018,S001170,https://api.propublica.org/congress/v1/members/S001170.json,shea-porter.house.gov,https://shea-porter.house.gov,repsheaporter,null,repsheaporter,/m/0fvcl4,https://shea-porter.house.gov/rss.xml,85,0,0.00,1,95.29,null,2,null
Adrian,null,Smith,NE,3,R,2018,S001172,https://api.propublica.org/congress/v1/members/S001172.json,www.adriansmith.house.gov,http://adriansmith.house.gov,null,null,RepAdrianSmith,/m/03f4vb,http://adriansmith.house.gov/rss.xml,85,0,0.00,0,96.47,null,12,null
Jackie,null,Speier,CA,14,D,2018,S001175,https://api.propublica.org/congress/v1/members/S001175.json,speier.house.gov,https://speier.house.gov,JackieSpeier,99332606976,RepSpeier,/m/06k27l,null,85,2,2.35,0,95.18,null,12,null
Steve,null,Scalise,LA,1,R,2018,S001176,https://api.propublica.org/congress/v1/members/S001176.json,scalise.house.gov,http://scalise.house.gov,RepSteveScalise,50936151681,SteveScalise,/m/0br34c,http://scalise.house.gov/rss.xml,85,1,1.18,0,97.62,null,12,null
Gregorio &#39;Kilili&#39;,Camacho,Sablan,MP,79,I,2018,S001177,https://api.propublica.org/congress/v1/members/S001177.json,sablan.house.gov,http://sablan.house.gov,153423912663,153423912663,null,/m/04ycmvy,http://sablan.house.gov/rss.xml,0,null,null,null,null,null,10,null
Kurt,null,Schrader,OR,5,D,2018,S001180,https://api.propublica.org/congress/v1/members/S001180.json,schrader.house.gov,http://schrader.house.gov,repschrader,94978896695,RepSchrader,/m/0412ntl,http://schrader.house.gov/news/rss.aspx,62,3,4.84,0,88.14,null,10,null
David,null,Schweikert,AZ,6,R,2018,S001183,https://api.propublica.org/congress/v1/members/S001183.json,schweikert.house.gov,https://schweikert.house.gov,repdavidschweikert,150338151681908,RepDavid,/m/03wbpxj,null,85,0,0.00,0,97.65,null,8,null
Terri,null,Sewell,AL,7,D,2018,S001185,https://api.propublica.org/congress/v1/members/S001185.json,sewell.house.gov,https://sewell.house.gov,RepSewell,117758198297225,RepTerriSewell,/m/05pbszt,null,85,5,5.88,0,96.25,null,8,null
Steve,null,Stivers,OH,15,R,2018,S001187,https://api.propublica.org/congress/v1/members/S001187.json,stivers.house.gov,http://stivers.house.gov,116058275133542,116058275133542,RepSteveStivers,/m/08xnqw,http://stivers.house.gov/news/rss.aspx,85,1,1.18,0,96.43,null,8,null
Austin,null,Scott,GA,8,R,2018,S001189,https://api.propublica.org/congress/v1/members/S001189.json,austinscott.house.gov,https://austinscott.house.gov,RepAustinScott,131177916946914,AustinScottGA08,/m/076zn3y,null,85,0,0.00,0,97.65,null,8,null
Brad,null,Schneider,IL,10,D,2018,S001190,https://api.propublica.org/congress/v1/members/S001190.json,schneider.house.gov,https://schneider.house.gov,CongressmanBradSchneider,null,repschneider,/m/0j63zyv,null,85,0,0.00,0,91.76,null,2,null
Kyrsten,null,Sinema,AZ,9,D,2018,S001191,https://api.propublica.org/congress/v1/members/S001191.json,sinema.house.gov,https://sinema.house.gov,CongresswomanSinema,233846963416149,RepSinema,/m/03qnndb,null,85,1,1.18,0,79.76,null,6,null
Chris,null,Stewart,UT,2,R,2018,S001192,https://api.propublica.org/congress/v1/members/S001192.json,stewart.house.gov,http://stewart.house.gov,RepChrisStewart,242042855928904,RepChrisStewart,/m/0f114l,http://stewart.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Eric,null,Swalwell,CA,15,D,2018,S001193,https://api.propublica.org/congress/v1/members/S001193.json,swalwell.house.gov,https://swalwell.house.gov,CongressmanEricSwalwell,450130878375355,RepSwalwell,/m/0ncq55g,null,85,0,0.00,0,91.76,null,6,null
Jason,null,Smith,MO,8,R,2018,S001195,https://api.propublica.org/congress/v1/members/S001195.json,null,https://jasonsmith.house.gov,repjasonsmith,544741092252764,RepJasonSmith,/m/02vlgvd,http://jasonsmith.house.gov/rss.xml,85,0,0.00,0,96.47,null,6,null
Elise,null,Stefanik,NY,21,R,2018,S001196,https://api.propublica.org/congress/v1/members/S001196.json,null,https://stefanik.house.gov,RepEliseStefanik,null,RepStefanik,/m/0110fjsf,https://stefanik.house.gov/rss.xml,85,0,0.00,0,94.12,null,4,null
Lloyd,null,Smucker,PA,16,R,2018,S001199,https://api.propublica.org/congress/v1/members/S001199.json,smucker.house.gov,https://smucker.house.gov,null,null,null,/m/05t08cn,https://smucker.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
Darren,null,Soto,FL,9,D,2018,S001200,https://api.propublica.org/congress/v1/members/S001200.json,soto.house.gov,https://soto.house.gov,null,null,RepDarrenSoto,/m/05b_1xw,https://soto.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
Thomas,null,Suozzi,NY,3,D,2018,S001201,https://api.propublica.org/congress/v1/members/S001201.json,suozzi.house.gov,https://suozzi.house.gov,RepTomSuozzi,null,RepTomSuozzi,null,https://suozzi.house.gov/rss.xml,85,3,3.53,0,90.24,null,2,null
Bennie,null,Thompson,MS,2,D,2018,T000193,https://api.propublica.org/congress/v1/members/T000193.json,benniethompson.house.gov,https://benniethompson.house.gov,7259193379,7259193379,BennieGThompson,/m/033tc5,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,85,1,1.18,0,94.05,null,26,null
William,M.,Thornberry,TX,13,R,2018,T000238,https://api.propublica.org/congress/v1/members/T000238.json,thornberry.house.gov,http://thornberry.house.gov,repmacthornberry,7760165627,MacTXPress,/m/03dnvd,null,85,0,0.00,0,97.65,null,24,null
Mike,null,Thompson,CA,5,D,2018,T000460,https://api.propublica.org/congress/v1/members/T000460.json,mikethompson.house.gov,http://mikethompson.house.gov,RepMikeThompson,7109195747,RepThompson,/m/024sdl,http://mikethompson.house.gov/rss.xml,85,0,0.00,0,94.12,null,20,null
Pat,null,Tiberi,OH,12,R,2018,T000462,https://api.propublica.org/congress/v1/members/T000462.json,tiberi.house.gov,http://tiberi.house.gov,RepPatTiberi,90452932937,TiberiPress,/m/02zfh_,http://tiberi.house.gov/news/rss.aspx,85,2,2.35,0,96.39,null,18,null
Michael,R.,Turner,OH,10,R,2018,T000463,https://api.propublica.org/congress/v1/members/T000463.json,turner.house.gov,https://turner.house.gov,RepMikeTurner,9275036647,RepMikeTurner,/m/03440l,https://turner.house.gov/rss.xml,85,0,0.00,0,96.47,null,16,null
Niki,null,Tsongas,MA,3,D,2018,T000465,https://api.propublica.org/congress/v1/members/T000465.json,tsongas.house.gov,https://tsongas.house.gov,RepTsongas,131079823624873,NikiInTheHouse,/m/02qn5w8,https://tsongas.house.gov/rss/press-releases.xml,85,0,0.00,0,94.12,null,12,null
Glenn,null,Thompson,PA,5,R,2018,T000467,https://api.propublica.org/congress/v1/members/T000467.json,thompson.house.gov,http://thompson.house.gov,CongressmanGT,14463006747,CongressmanGT,/m/0409b0_,http://thompson.house.gov/rss.xml,85,0,0.00,0,96.47,null,10,null
Dina,null,Titus,NV,1,D,2018,T000468,https://api.propublica.org/congress/v1/members/T000468.json,titus.house.gov,https://titus.house.gov,CongresswomanTitus,120660834778561,RepDinaTitus,/m/07hwl2,https://titus.house.gov/rss.xml,85,4,4.71,0,96.30,null,6,null
Paul,null,Tonko,NY,20,D,2018,T000469,https://api.propublica.org/congress/v1/members/T000469.json,tonko.house.gov,https://tonko.house.gov,paul.tonko,30671144824,RepPaulTonko,/m/0gzy4c,null,85,1,1.18,1,94.05,null,10,null
Scott,null,Tipton,CO,3,R,2018,T000470,https://api.propublica.org/congress/v1/members/T000470.json,tipton.house.gov,http://tipton.house.gov,CongressmanScottTipton,191428784201721,RepTipton,/m/0bn82p,http://tipton.house.gov/rss.xml,85,0,0.00,0,94.12,null,8,null
Mark,null,Takano,CA,41,D,2018,T000472,https://api.propublica.org/congress/v1/members/T000472.json,takano.house.gov,https://takano.house.gov,RepMarkTakano,262447300551014,RepMarkTakano,/m/0k3lj_y,null,85,6,7.06,0,96.20,null,6,null
Norma,null,Torres,CA,35,D,2018,T000474,https://api.propublica.org/congress/v1/members/T000474.json,null,https://torres.house.gov,RepNormaTorres,null,NormaJTorres,/m/03wd1hs,https://torres.house.gov/rss.xml,85,2,2.35,0,96.39,null,4,null
Dave,null,Trott,MI,11,R,2018,T000475,https://api.propublica.org/congress/v1/members/T000475.json,null,https://trott.house.gov,CongressmanDaveTrott,null,repdavetrott,/m/0x0fzkk,https://trott.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Scott,null,Taylor,VA,2,R,2018,T000477,https://api.propublica.org/congress/v1/members/T000477.json,taylor.house.gov,https://taylor.house.gov,null,null,null,/m/011bsmj8,https://taylor.house.gov/rss.xml,85,4,4.71,0,97.53,null,2,null
Claudia,null,Tenney,NY,22,R,2018,T000478,https://api.propublica.org/congress/v1/members/T000478.json,tenney.house.gov,https://tenney.house.gov,RepClaudiaTenney,null,RepTenney,/m/0g5s72n,https://tenney.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
Fred,null,Upton,MI,6,R,2018,U000031,https://api.propublica.org/congress/v1/members/U000031.json,upton.house.gov,http://upton.house.gov,RepFredUpton,212027388827797,RepFredUpton,/m/02d4c3,http://upton.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,32,null
Nydia,M.,Velázquez,NY,7,D,2018,V000081,https://api.propublica.org/congress/v1/members/V000081.json,velazquez.house.gov,https://velazquez.house.gov,8037068318,8037068318,NydiaVelazquez,/m/03sjbt,null,85,4,4.71,0,95.06,null,26,null
Peter,J.,Visclosky,IN,1,D,2018,V000108,https://api.propublica.org/congress/v1/members/V000108.json,visclosky.house.gov,https://visclosky.house.gov,repvisclosky,118723661514709,RepVisclosky,/m/022r85,http://visclosky.house.gov/rss.xml,85,2,2.35,0,93.98,null,34,null
David,null,Valadao,CA,21,R,2018,V000129,https://api.propublica.org/congress/v1/members/V000129.json,valadao.house.gov,http://valadao.house.gov,CongressmanDavidValadao,105596689621089,RepDavidValadao,/m/0g55rlx,http://valadao.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,6,null
Juan,null,Vargas,CA,51,D,2018,V000130,https://api.propublica.org/congress/v1/members/V000130.json,vargas.house.gov,http://vargas.house.gov,RepJuanVargas,176942192453747,RepJuanVargas,/m/076bp4,http://vargas.house.gov/rss.xml,85,0,0.00,0,96.47,null,6,null
Marc,null,Veasey,TX,33,D,2018,V000131,https://api.propublica.org/congress/v1/members/V000131.json,veasey.house.gov,http://veasey.house.gov,CongressmanMarcVeasey,394849110600016,RepVeasey,/m/0kmnfw5,http://veasey.house.gov/rss.xml,85,1,1.18,0,96.43,null,6,null
Filemon,null,Vela,TX,34,D,2018,V000132,https://api.propublica.org/congress/v1/members/V000132.json,vela.house.gov,https://vela.house.gov,USCongressmanFilemonVela,510462622331477,RepFilemonVela,/m/0ll43fz,null,85,0,0.00,0,94.12,null,6,null
Maxine,null,Waters,CA,43,D,2018,W000187,https://api.propublica.org/congress/v1/members/W000187.json,waters.house.gov,https://waters.house.gov,MaxineWaters,117483585008,MaxineWaters,/m/024tyk,null,85,5,5.88,0,92.50,null,28,null
Greg,null,Walden,OR,2,R,2018,W000791,https://api.propublica.org/congress/v1/members/W000791.json,walden.house.gov,https://walden.house.gov,repgregwalden,313301365382225,RepGregWalden,/m/033tx_,null,85,0,0.00,0,97.65,null,20,null
Joe,null,Wilson,SC,2,R,2018,W000795,https://api.propublica.org/congress/v1/members/W000795.json,joewilson.house.gov,http://joewilson.house.gov,JoeWilson,70150469414,RepJoeWilson,/m/03tll0,http://joewilson.house.gov/rss.xml,85,0,0.00,0,97.65,null,18,null
Debbie,null,Wasserman Schultz,FL,23,D,2018,W000797,https://api.propublica.org/congress/v1/members/W000797.json,wassermanschultz.house.gov,https://wassermanschultz.house.gov,RepDWS,88904724121,RepDWStweets,/m/04cmyw,https://wassermanschultz.house.gov/rss/press-releases.xml,85,1,1.18,0,96.43,null,14,null
Tim,null,Walberg,MI,7,R,2018,W000798,https://api.propublica.org/congress/v1/members/W000798.json,walberg.house.gov,http://walberg.house.gov,RepWalberg,187654104587692,RepWalberg,/m/0d7n3m,http://walberg.house.gov/news/rss.aspx,85,1,1.18,0,96.43,null,8,null
Tim,null,Walz,MN,1,D,2018,W000799,https://api.propublica.org/congress/v1/members/W000799.json,walz.house.gov,https://walz.house.gov,null,null,RepTimWalz,/m/06wntz,http://walz.house.gov/rss.xml,85,0,0.00,0,91.76,null,12,null
Peter,null,Welch,VT,1,D,2018,W000800,https://api.propublica.org/congress/v1/members/W000800.json,welch.house.gov,https://welch.house.gov,PeterWelch,72680720883,PeterWelch,/m/0db4gl,https://welch.house.gov/rss.xml,85,0,0.00,0,94.12,null,12,null
Robert,J.,Wittman,VA,1,R,2018,W000804,https://api.propublica.org/congress/v1/members/W000804.json,wittman.house.gov,http://wittman.house.gov,RepRobWittman,38932542633,RobWittman,/m/03cx7ld,null,85,0,0.00,0,97.65,null,12,null
Daniel,null,Webster,FL,11,R,2018,W000806,https://api.propublica.org/congress/v1/members/W000806.json,webster.house.gov,http://webster.house.gov,RepWebster,188572961157305,RepWebster,/m/0dm0x,http://webster.house.gov/news/rss.aspx,85,3,3.53,0,97.56,null,8,null
Frederica,null,Wilson,FL,24,D,2018,W000808,https://api.propublica.org/congress/v1/members/W000808.json,wilson.house.gov,https://wilson.house.gov,RepWilson,162327487151626,RepWilson,/m/03cg3tv,null,85,4,4.71,0,95.06,null,8,null
Steve,null,Womack,AR,3,R,2018,W000809,https://api.propublica.org/congress/v1/members/W000809.json,womack.house.gov,http://womack.house.gov,RepSteveWomack,135898413136490,Rep_SteveWomack,/m/0cmcvkz,http://womack.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,8,null
Rob,null,Woodall,GA,7,R,2018,W000810,https://api.propublica.org/congress/v1/members/W000810.json,woodall.house.gov,https://woodall.house.gov,RepRobWoodall,172573036140374,RepRobWoodall,/m/0cz8ryh,https://woodall.house.gov/rss.xml,85,0,0.00,0,96.47,null,8,null
Ann,null,Wagner,MO,2,R,2018,W000812,https://api.propublica.org/congress/v1/members/W000812.json,wagner.house.gov,http://wagner.house.gov,RepAnnWagner,215485388588143,RepAnnWagner,/m/07q9w8,http://wagner.house.gov/rss.xml,85,2,2.35,0,97.59,null,6,null
Jackie,null,Walorski,IN,2,R,2018,W000813,https://api.propublica.org/congress/v1/members/W000813.json,walorski.house.gov,http://walorski.house.gov,RepJackieWalorski,466876036704525,RepWalorski,/m/0ksf92,null,85,0,0.00,0,97.65,null,6,null
Randy,null,Weber,TX,14,R,2018,W000814,https://api.propublica.org/congress/v1/members/W000814.json,weber.house.gov,http://weber.house.gov,TXRandy14,128891177274584,TXRandy14,/m/0km63t0,http://weber.house.gov/rss.xml,85,0,0.00,0,96.47,null,6,null
Brad,null,Wenstrup,OH,2,R,2018,W000815,https://api.propublica.org/congress/v1/members/W000815.json,wenstrup.house.gov,http://wenstrup.house.gov,RepBradWenstrup,124462944390458,RepBradWenstrup,/m/0j63b7n,null,85,0,0.00,0,96.47,null,6,null
Roger,null,Williams,TX,25,R,2018,W000816,https://api.propublica.org/congress/v1/members/W000816.json,williams.house.gov,http://williams.house.gov,RepRogerWilliams,322383274535068,RepRWilliams,/m/09x4r,http://williams.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
Mark,null,Walker,NC,6,R,2018,W000819,https://api.propublica.org/congress/v1/members/W000819.json,walker.house.gov,https://walker.house.gov,RepMarkWalker,null,RepMarkWalker,/m/0115r5gz,https://walker.house.gov/rss.xml,85,11,12.94,0,97.30,null,4,null
Mimi,null,Walters,CA,45,R,2018,W000820,https://api.propublica.org/congress/v1/members/W000820.json,null,https://walters.house.gov,RepMimiWalters,null,RepMimiWalters,/m/077r0l,https://walters.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Bruce,null,Westerman,AR,4,R,2018,W000821,https://api.propublica.org/congress/v1/members/W000821.json,null,https://westerman.house.gov,RepWesterman,null,RepWesterman,/m/0wklff5,https://westerman.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Bonnie,null,Watson Coleman,NJ,12,D,2018,W000822,https://api.propublica.org/congress/v1/members/W000822.json,null,https://watsoncoleman.house.gov,RepBonnieWatsonColeman,1398082073827493,RepBonnie,/m/08kj70,https://watsoncoleman.house.gov/rss.xml,85,3,3.53,0,93.90,null,4,null
Don,null,Young,AK,1,R,2018,Y000033,https://api.propublica.org/congress/v1/members/Y000033.json,donyoung.house.gov,http://donyoung.house.gov,RepDonYoung,7476269851,RepDonYoung,/m/024p1k,http://donyoung.house.gov/news/rss.aspx,85,3,3.53,0,96.34,null,46,null
John,null,Yarmuth,KY,3,D,2018,Y000062,https://api.propublica.org/congress/v1/members/Y000062.json,yarmuth.house.gov,https://yarmuth.house.gov,214258646163,214258646163,RepJohnYarmuth,/m/0bb00g,null,85,0,0.00,0,95.29,null,12,null
Kevin,null,Yoder,KS,3,R,2018,Y000063,https://api.propublica.org/congress/v1/members/Y000063.json,yoder.house.gov,http://yoder.house.gov,CongressmanKevinYoder,154026694650252,RepKevinYoder,/m/06w90zv,http://yoder.house.gov/rss.xml,85,0,0.00,0,96.47,null,8,null
Ted,null,Yoho,FL,3,R,2018,Y000065,https://api.propublica.org/congress/v1/members/Y000065.json,yoho.house.gov,http://yoho.house.gov,CongressmanTedYoho,563532937006022,RepTedYoho,/m/0l8lwvh,http://yoho.house.gov/rss.xml,85,0,0.00,0,97.65,null,6,null
David,null,Young,IA,3,R,2018,Y000066,https://api.propublica.org/congress/v1/members/Y000066.json,null,https://davidyoung.house.gov,RepDavidYoung,null,RepDavidYoung,/m/0127pc92,https://davidyoung.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Lee,null,Zeldin,NY,1,R,2018,Z000017,https://api.propublica.org/congress/v1/members/Z000017.json,null,https://zeldin.house.gov,RepLeeZeldin,null,RepLeeZeldin,/m/03h4jcq,https://zeldin.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Ryan,null,Zinke,MT,1,R,2018,Z000018,https://api.propublica.org/congress/v1/members/Z000018.json,null,https://zinke.house.gov,CongressmanRyanZinke,null,RepRyanZinke,/m/0gkz1jg,https://zinke.house.gov/rss.xml,85,66,77.65,0,89.47,null,4,null
